url,title,id,author,file
https://raw.githubusercontent.com/byui-cse/cse450-course/master/data/austen/austen.txt,Emma,emma,Jane Austen,austen.txt
https://raw.githubusercontent.com/TBrost/CSE450_ML/main/txt_files/HuckFinn.txt,Adventures of Huckleberry Finn,huck,Mark Twain,HuckFinn.txt
https://raw.githubusercontent.com/TBrost/CSE450_ML/main/txt_files/Gatsby.txt,The Great Gatsby,gatsby,F. Scott Fitzgerald,Gatsby.txt
https://raw.githubusercontent.com/TBrost/CSE450_ML/main/txt_files/MonteCristo.txt,The Count of Monte Cristo,monte,Alexandre Dumas,MonteCristo.txt
https://raw.githubusercontent.com/TBrost/CSE450_ML/main/txt_files/Odessey.txt,The Odessey,ode,Homer,Odessey.txt
